Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
10001,Division Alma,Produits forestiers Résolu,Alma, 1100 Melanion Street,G8B5W2,Quebec,48.565,-71.65556,93.66,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Mechanical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=322111,https://climate-change.canada.ca/facility-emissions/GHGRP-G10001-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110001&GoCTemplateCulture=en-CA
"
10002,Aciérie - ArcelorMittal Contrecoeur,ArcelorMittal Produits Longs Canada s.e.n.c,Contrecoeur,0 3900 Route des Aciéries,J0L1C0,Quebec,45.82055,-73.26362,185.55,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10002-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110002&GoCTemplateCulture=en-CA
"
10003,"Foothills Pipeline, Alberta",Foothills Pipe Lines Ltd.,Airdrie,,T4A2G7,Alberta,0,0,288.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10003-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110003&GoCTemplateCulture=en-CA
"
10004,Kingston CoGen,Kingston CoGen Limited Partnership,Bath, 5146 Taylor-Kidd Boulevard,K0H1G0,Ontario,44.2095,-76.7246,22.01,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10004-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110004&GoCTemplateCulture=en-CA
"
10006,Redwater Fertilizer Operations,Agrium Inc.,Sturgeon County, 56225 SH643,T0A2W0,Alberta,53.842,-113.093,1 303.16,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Fertilizer (except Potash) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10006-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110006&GoCTemplateCulture=en-CA
"
10007,Alberta Envirofuels,Keyera Corp,Edmonton, 9511 17th Street,T6P1Y3,Alberta,53.53199,-113.36492,309.53,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325190,https://climate-change.canada.ca/facility-emissions/GHGRP-G10007-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110007&GoCTemplateCulture=en-CA
"
10008,Alliance Pipeline Ltd. - AB Pipeline System,Alliance Pipeline Ltd.,Calgary,800 605 5th Avenue Southwest,T2P3H5,Alberta,0,0,563.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10008-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110008&GoCTemplateCulture=en-CA
"
10009,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.,County of Athabasca,,T0A0M0,Alberta,54.92312,-112.86186,119.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=322112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10009-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110009&GoCTemplateCulture=en-CA
"
10010,Rio Tinto Alcan Inc.,Rio Tinto Alcan Inc,Kitimat, 1 Smeltersite Road,V8C 2H2,British Columbia,54.00286,-128.69531,862.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Primary Production of Alumina & Aluminum,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10010-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110010&GoCTemplateCulture=en-CA
"
10011,Essar Steel Algoma Inc,Essar Steel Algoma Inc.,Sault Ste. Marie, 105 West Street North,P6A7B4,Ontario,46.5217,-84.3637,2 559.37,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10011-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110011&GoCTemplateCulture=en-CA
"
10012,Aluminerie Alouette inc.,Aluminerie Alouette inc.,Sept-Îles, 400 Chemin de de la Pointe-Noire,G4R5M9,Quebec,50.1583,-66.4416,1 156.15,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Primary Production of Alumina & Aluminum,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10012-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110012&GoCTemplateCulture=en-CA
"
10013,Aluminerie de Baie-Comeau,Alcoa Canada Co.,Baie-Comeau,0 100 Maritime Route,G4Z2L6,Quebec,49.2583,-68.1461,515.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Primary Production of Alumina & Aluminum,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10013-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110013&GoCTemplateCulture=en-CA
"
10014,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,Bécancour, 5555 Pierre Thibault,G9H2T7,Quebec,46.3829,-72.3874,821.71,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Primary Production of Alumina & Aluminum,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10014-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110014&GoCTemplateCulture=en-CA
"
10015,ATCO Pipelines - Transmission System,ATCO Gas and Pipelines Ltd.,Edmonton, 7210 42 Street Northwest,T6B3H1,Alberta,0,0,195.31,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10015-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110015&GoCTemplateCulture=en-CA
"
10016,Atikokan Generating Station,Ontario Power Generation Inc.,Atikokan, 15202  622 Highway,P0T1C0,Ontario,48.8361,-91.5656,18.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221119,https://climate-change.canada.ca/facility-emissions/GHGRP-G10016-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110016&GoCTemplateCulture=en-CA
"
10018,Battle River Generating Station,ATCO Power,Forestburg, 498 Box,T0B1N0,Alberta,52.5647,-112.1414,2 053.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10018-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110018&GoCTemplateCulture=en-CA
"
10020,Bayside Power,Bayside Power L.P.,Saint John,0 509 Bayside Drive,E2J1B4,New Brunswick,45.2753,-66.0269,243.46,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10020-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110020&GoCTemplateCulture=en-CA
"
10021,Usine de Bedford,Graymont (QC) Inc.,Bedford, 1015 de la Carriere Road,J0J1A0,Quebec,45.1123,-73.0129,470.02,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=327410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10021-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110021&GoCTemplateCulture=en-CA
"
10022,Belledune Generating Station,New Brunswick Power Corporation,Belledune, 1558 Main Street,E8G2M3,New Brunswick,47.9058,-65.867,2 435.03,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10022-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110022&GoCTemplateCulture=en-CA
"
10024,Boundary Dam Power Station,Saskatchewan Power Corporation,Estevan,,S4A2A6,Saskatchewan,49.09606,-103.0305,5 501.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10024-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110024&GoCTemplateCulture=en-CA
"
10025,Resolute Forest Products - Thunder Bay Operations,Produits forestiers Résolu,Thunder Bay, 2001 Neebing  Avenue,P7E6S3,Ontario,48.3486,-89.3067,214.59,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=322112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10025-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110025&GoCTemplateCulture=en-CA
"
10026,Brady Road Resource Management Facility,"City of Winnipeg, Water & Waste Department",Winnipeg, 1901 Brady Road,R3Y1T1,Manitoba,49.7583,-97.2004,391.59,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10026-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110026&GoCTemplateCulture=en-CA
"
10027,Brampton Assembly Plant,FCA Canada Inc.,Brampton, 2000 Williams Parkway East,L6S6B3,Ontario,43.7512,-79.7168,75.12,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Automobile & Light-Duty Motor Vehicle Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=336110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10027-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110027&GoCTemplateCulture=en-CA
"
10028,Brandon Generating Station,Manitoba Hydro,Brandon, 3305 Victoria Avenue East,R7A7J8,Manitoba,49.8449,-99.8896,39.57,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10028-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110028&GoCTemplateCulture=en-CA
"
10029,Brazeau Gas Plant,Tidewater Midstream and Infrastructure Ltd.,Drayton Valley,,N/A,Alberta,53.1812,-115.7625,147.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10029-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110029&GoCTemplateCulture=en-CA
"
10030,Brazeau River Gas Plant,Keyera Corp,Drayton Valley,,T7A1S5,Alberta,52.94707,-115.9026,72.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10030-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110030&GoCTemplateCulture=en-CA
"
10031,Brighton Beach Power,Brighton Beach Power L.P.,Windsor, 100 Chappus Street,N9C4J3,Ontario,42.2798,-83.0946,51.64,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10031-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110031&GoCTemplateCulture=en-CA
"
10032,Brock West Landfill,City of Toronto,Pickering, 1390 3rd Concession,L1X2R4,Ontario,43.8685,-79.10054,22.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10032-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110032&GoCTemplateCulture=en-CA
"
10033,Brookfield Cement Plant,Lafarge Canada Inc.,Brookfield, 87  Cement Plant Road,B0N1C0,Nova Scotia,45.2393,-63.3347,172.99,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=327310,https://climate-change.canada.ca/facility-emissions/GHGRP-G10033-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110033&GoCTemplateCulture=en-CA
"
10035,Brunswick Smelter,Glencore Canada Corporation,Belledune, 692 Main Street,E8G 2M1,New Brunswick,47.8992,-65.8339,225.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Non-Ferrous (except Al) Smelting & Refining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10035-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110035&GoCTemplateCulture=en-CA
"
10036,Burnaby Refinery,Parkland Refining (B.C.) Ltd.,Burnaby, 355 Willingdon Avenue North,V5C1X4,British Columbia,49.29444,-122.98888,539.77,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Petroleum Refineries,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=324110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10036-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110036&GoCTemplateCulture=en-CA
"
10037,Burrard Generating Station,British Columbia Hydro and Power Authority,Port Moody, 1 Thermal Plant Road,V3H 3C8,British Columbia,49.29879,-122.89059,0.15,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10037-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110037&GoCTemplateCulture=en-CA
"
10038,"TransCanada Pipeline, Saskatchewan",TransCanada PipeLines Ltd.,Burstall,0,S0N0H0,Saskatchewan,0,0,544.82,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10038-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110038&GoCTemplateCulture=en-CA
"
10039,Cabot Canada Limited,Cabot Canada Limited,Sarnia, 800 Tashmoo Avenue,N7T7N4,Ontario,42.9437,-82.4153,203.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,All Other Basic Inorganic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325189,https://climate-change.canada.ca/facility-emissions/GHGRP-G10039-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110039&GoCTemplateCulture=en-CA
"
10040,Calgary Energy Centre,Calgary Energy Centre No. 2 Inc.,Calgary, 14417 68 Street Northeast,T3N1C6,Alberta,51.18058,-113.9366,439.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10040-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110040&GoCTemplateCulture=en-CA
"
10042,Calstock Power Plant,Atlantic Power LP,Hearst,  11 Highway North,P0L1N0,Ontario,49.0577,-81.0302,23.62,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221119,https://climate-change.canada.ca/facility-emissions/GHGRP-G10042-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110042&GoCTemplateCulture=en-CA
"
10043,Northern Lime Limited,Carmeuse Lime Canada,Blind River, 17 Highway 17 Highway East,P0R1B0,Ontario,46.1982,-82.6989,132.09,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=327410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10043-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110043&GoCTemplateCulture=en-CA
"
10045,Cancarb Ltd.,Cancarb Ltd.,Medicine Hat, 1702 Brier Park Crescent Northwest,T1C1T9,Alberta,50.0582,-110.7282,143.78,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,All Other Basic Inorganic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325189,https://climate-change.canada.ca/facility-emissions/GHGRP-G10045-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110045&GoCTemplateCulture=en-CA
"
10046,"TransCanada Pipeline, Alberta System",Nova Gas Transmission Ltd.,Fairview,,T0H1L0,Alberta,0,0,3 341.55,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10046-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110046&GoCTemplateCulture=en-CA
"
10047,Cardinal Power,"Cardinal Power of Canada, L.P.",Cardinal, 170 Henry Street,K0E1E0,Ontario,44.7846,-75.3773,53.6,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10047-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110047&GoCTemplateCulture=en-CA
"
10048,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,Quesnel, 50 North Star Road,V2J3J6,British Columbia,53,-122.4583,120.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=322112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10048-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110048&GoCTemplateCulture=en-CA
"
10049,Caribou North Comp Stn 11-08,Cenovus Energy Inc.,Bonnyville,0,T9N2H4,Alberta,55.0473,-110.5778,26.56,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10049-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110049&GoCTemplateCulture=en-CA
"
10050,Dundas Operations,Carmeuse Lime Canada,Dundas, 600 highway # 5 Highway West,L9H3S9,Ontario,43.3521,-79.8679,475.69,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=327410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10050-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110050&GoCTemplateCulture=en-CA
"
10051,Beachville Operation,Carmeuse Lime Canada,Ingersoll, 374681 Oxford County 6 Road,N5C3K5,Ontario,43.0687,-80.858,426.24,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=327410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10051-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110051&GoCTemplateCulture=en-CA
"
10052,Carol Project,Iron Ore Company of Canada,Labrador City, 2 Avalon Street,A2V2V6,Newfoundland and Labrador,52.9565,-66.8936,992.67,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Iron Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10052-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110052&GoCTemplateCulture=en-CA
"
10053,Carseland Nitrogen Operations,Agrium Inc.,Carseland, 26501 221 Township Road,T0J0M0,Alberta,50.845,-113.591,622.65,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Fertilizer (except Potash) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10053-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110053&GoCTemplateCulture=en-CA
"
10054,Carseland Power Plant,TransCanada Energy Ltd.,Carseland,0,T0J 0M0,Alberta,50.90123,-113.39283,316.93,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10054-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110054&GoCTemplateCulture=en-CA
"
10055,Carseland Works,Orica Canada Inc.,Carseland,264077 221 TWP RD,T0J0M0,Alberta,50.8467,-113.58117,140.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Chemical Fertilizer (except Potash) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325313,https://climate-change.canada.ca/facility-emissions/GHGRP-G10055-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110055&GoCTemplateCulture=en-CA
"
10057,Ingredion Canada Incorporated - London Plant,Ingredion Canada Corporation,London, 1100 Green Valley Road,N6N1E3,Ontario,42.9217,-81.1942,122.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Wet Corn Milling,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=311221,https://climate-change.canada.ca/facility-emissions/GHGRP-G10057-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110057&GoCTemplateCulture=en-CA
"
10058,Cavalier Energy Centre,ENMAX Cavalier GP Inc.,Strathmore,0,T1P1K3,Alberta,51.0056,-113.1716,202.78,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10058-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110058&GoCTemplateCulture=en-CA
"
