Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
10554,St. Clair Energy Center,"St. Clair Power, LP",Corunna, 790 Petrolia Line,N0N1G0,Ontario,42.8967,-82.3982,99.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10554-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110554&GoCTemplateCulture=en-CA
"
10555,Simonette Gas Plant,Keyera Corp,Simonette,,N/A,Alberta,54.4233,-117.7604,49.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10555-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110555&GoCTemplateCulture=en-CA
"
10556,Ferrier Gas Plant,Canlin Energy Corporation,Rocky Mountain House,0,T4T1B1,Alberta,52.496,-114.988,56.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10556-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110556&GoCTemplateCulture=en-CA
"
10557,Firebag,Suncor Energy Oil Sands Limited Partnership,Ft. McMurray,,T9H3H3,Alberta,57.2175,-110.895,4 710.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,In-situ oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211141,https://climate-change.canada.ca/facility-emissions/GHGRP-G10557-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110557&GoCTemplateCulture=en-CA
"
10558,Suncor Energy Inc. Oil Sands,Suncor Energy Oil Sands Limited Partnership,Fort McMurray, 1 Tar Island,T9H 3E3,Alberta,57.0033,-111.4661,8 443.64,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Mined oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211142,https://climate-change.canada.ca/facility-emissions/GHGRP-G10558-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110558&GoCTemplateCulture=en-CA
"
10559,St. Clair Ethanol Plant,Suncor Energy Inc.,Mooretown, 535 Rokeby Line,N0N1M0,Ontario,42.9294,-82.4381,160.29,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325190,https://climate-change.canada.ca/facility-emissions/GHGRP-G10559-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110559&GoCTemplateCulture=en-CA
"
10560,PETROMET BIGSTONE WEST FIR 14-28-59-22,Repsol Oil & Gas Canada Inc.,N/A,,N/A,Alberta,54.13591,-117.24179,46.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10560-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110560&GoCTemplateCulture=en-CA
"
10561,PETROMET WILD RIVER 10-20 PLANT,Repsol Oil & Gas Canada Inc.,NA,,N/A,Alberta,53.85561,-117.38007,64.24,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10561-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110561&GoCTemplateCulture=en-CA
"
10562,Terra Grain Fuels Inc,Terra Grain Fuels Inc,Belle Plaine, 5 KM North on Kalium Road,S0G 0G0,Saskatchewan,50.44213,-105.22224,74.98,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,All Other Miscellaneous Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=339990,https://climate-change.canada.ca/facility-emissions/GHGRP-G10562-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110562&GoCTemplateCulture=en-CA
"
10563,Tolko High Level Lumber Division,Tolko Industries Ltd.,High Level, 11401 92 Street Street,T0H1Z0,Alberta,58.50033,-117.13662,51.91,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Sawmills (except Shingle & Shake Mills),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=321111,https://climate-change.canada.ca/facility-emissions/GHGRP-G10563-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110563&GoCTemplateCulture=en-CA
"
10564,Toyota Motor Manufacturing Canada Inc. (Cambridge),Toyota Motor Manufacturing Canada Inc.,Cambridge, 1055  Fountain Street North,N3H5K2,Ontario,43.41307,-80.37388,94.18,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Automobile & Light-Duty Motor Vehicle Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=336110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10564-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110564&GoCTemplateCulture=en-CA
"
10565,Natural Gas Transmission and Distribution,Union Gas Limited,Chatham, 50 Keil Drive North,N7M5M1,Ontario,0,0,486.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Natural Gas Distribution,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10565-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110565&GoCTemplateCulture=en-CA
"
10566,Heating Plant,University of Alberta Heating Plant,Edmonton,0 115 University Campus NW,T6G2N7,Alberta,53.5196,-113.529,205.31,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Universities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=611310,https://climate-change.canada.ca/facility-emissions/GHGRP-G10566-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110566&GoCTemplateCulture=en-CA
"
10567,University of Windsor,University of Windsor,Windsor, 401 Sunset Avenue,N9B3P4,Ontario,42.3062,-83.0678,24.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Universities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=611310,https://climate-change.canada.ca/facility-emissions/GHGRP-G10567-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110567&GoCTemplateCulture=en-CA
"
10568,Aitken Creek Gas Storage ULC,Aitken Creek Gas Storage ULC,Fort St John, 22340 Mile 115 Alaska Highway Highway North,V1J1Z9,British Columbia,56.9561,-121.9156,53.12,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10568-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110568&GoCTemplateCulture=en-CA
"
10569,Thompson Operations,Vale Canada Limited,Thompson, 1 Inco Road,R8N1P3,Manitoba,55.71333,-97.85556,62.72,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Nickel-Copper Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212232,https://climate-change.canada.ca/facility-emissions/GHGRP-G10569-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110569&GoCTemplateCulture=en-CA
"
10570,Voisey's Bay Mine Site,Vale Newfoundland and Labrador Limited,Happy Valley-Goose Bay,,A0P1C0,Newfoundland and Labrador,56.3325,-62.0985,88.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Nickel-Copper Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212232,https://climate-change.canada.ca/facility-emissions/GHGRP-G10570-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110570&GoCTemplateCulture=en-CA
"
10571,Station d'épuration des eaux usées Jean-R.-Marcotte,Ville de Montréal,Montréal, 12001 Maurice-Duplessis Boulevard Northeast,H1C1V3,Quebec,45.6722,-73.525,78.41,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Sewage Treatment Facilities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221320,https://climate-change.canada.ca/facility-emissions/GHGRP-G10571-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110571&GoCTemplateCulture=en-CA
"
10572,St. Nicephore Landfill,Waste Management of Canada Corporation,St. Nicephore, 25 Gagnon Street,J2A3H3,Quebec,45.81043,-72.37557,146.93,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10572-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110572&GoCTemplateCulture=en-CA
"
10573,Cache Creek Landfill,Wastech Services Ltd.,Cache Creek, 945 Campbell Hill  Drive North,V0K 1H0,British Columbia,50.78555,-121.32324,32.66,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10573-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110573&GoCTemplateCulture=en-CA
"
10575,Quesnel River Pulp,West Fraser Mills Ltd.,Quesnel, 1000 Finning Road,V2J 6A1,British Columbia,53.0058,-122.5026,63.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Mechanical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=322111,https://climate-change.canada.ca/facility-emissions/GHGRP-G10575-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110575&GoCTemplateCulture=en-CA
"
10576,Ranger Board,West Fraser Mills Ltd.,Blue Ridge, 595007 Highway 658 Highway North,T0E0B0,Alberta,54.2382,-115.3797,31.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Particle Board & Fibreboard Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=321216,https://climate-change.canada.ca/facility-emissions/GHGRP-G10576-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110576&GoCTemplateCulture=en-CA
"
10577,Whitecourt Electric Power Generating Facility,Whitecourt Power Limited Partnership,Whitecourt,  3 km northwest of Whitecourt on the south side of Hwy 43,T7S1P6,Alberta,54.16236,-115.7339,5.03,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221119,https://climate-change.canada.ca/facility-emissions/GHGRP-G10577-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110577&GoCTemplateCulture=en-CA
"
10578,"Glencore Canada Corporation, CCR refinery",Glencore Canada Corporation,Montréal-Est,0 220 Durocher Avenue Northwest,H1B5H6,Quebec,45.6283,-73.5125,53.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Non-Ferrous (except Al) Smelting & Refining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10578-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110578&GoCTemplateCulture=en-CA
"
10579,Glencore Canada Corporation - Fonderie Horne,Glencore Canada Corporation,Rouyn-Noranda, 156 Marcel-Baril Avenue,J9X7C1,Quebec,48.25417,-79.01667,119.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Non-Ferrous Foundries (except Die-Casting),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331529,https://climate-change.canada.ca/facility-emissions/GHGRP-G10579-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110579&GoCTemplateCulture=en-CA
"
10580,Sudbury Operations Mines Mill - Onaping Area,"Glencore Canada Corporation, Sudbury INO",Onaping,  Strathcona Services Bldg,P0M2R0,Ontario,46.67417,-81.3425,18.56,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Nickel-Copper Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212232,https://climate-change.canada.ca/facility-emissions/GHGRP-G10580-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110580&GoCTemplateCulture=en-CA
"
10581,Global Contract Inc.,Global Contract Inc.,North York, 565 Petrolia Road,M3J2X8,Ontario,43.7747,-79.4857,2.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Office Furniture (except Wood) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=337214,https://climate-change.canada.ca/facility-emissions/GHGRP-G10581-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110581&GoCTemplateCulture=en-CA
"
10582,Incinérateur,Ville de Québec,Québec, 900 Industrielle,G1J3V9,Quebec,46.8318,-71.224,90.2,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10582-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110582&GoCTemplateCulture=en-CA
"
10583,Site d'enfouissement Saint-Tite-des-Caps,Ville de Québec,Saint-Tite-des-Caps, 50 138 Boulevard,G0A4J0,Quebec,47.10963,-70.8369,40.96,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10583-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110583&GoCTemplateCulture=en-CA
"
10584,Snap Lake Mine,De Beers Canada Incorporated,Snap Lake,,N/A,Northwest Territories,63.605,-110.8676,16.63,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Diamond Mines,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212392,https://climate-change.canada.ca/facility-emissions/GHGRP-G10584-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110584&GoCTemplateCulture=en-CA
"
10585,Varennes Facility,Dow Chemical Canada ULC,Varennes,0 4445 boul. Marie Victorin,J3X1T3,Quebec,45.7317,-73.4033,345.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Polystyrene Foam Product Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=326140,https://climate-change.canada.ca/facility-emissions/GHGRP-G10585-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110585&GoCTemplateCulture=en-CA
"
10586,ADM AGRI-INDUSTRIES - ADM Lloydminster,ADM Agri-Industies Company,Lloydminster, 4805 62 Avenue,T9V 2B3,Alberta,53.2838,-110.0319,59.11,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oilseed Processing,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=311224,https://climate-change.canada.ca/facility-emissions/GHGRP-G10586-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110586&GoCTemplateCulture=en-CA
"
10587,Division Meadowbank,Agnico Eagle Meadowbank,Baker Lake,,X0C0A0,Nunavut,65.0149,-96.0524,194.44,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Gold & Silver Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212220,https://climate-change.canada.ca/facility-emissions/GHGRP-G10587-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110587&GoCTemplateCulture=en-CA
"
10588,Grande Prairie OSB Mill,Norbord Inc.,Grande Prairie,  40 Highway,T8V6Y9,Alberta,55.0298,-118.744,18.78,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waferboard Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=321217,https://climate-change.canada.ca/facility-emissions/GHGRP-G10588-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110588&GoCTemplateCulture=en-CA
"
10589,Mine Fire Lake,ArcelorMittal Exploitation minière Canada,Mont-Wright, 1000 route 389,G0G1J0,Quebec,52.35028,-67.36917,30.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Iron Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10589-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110589&GoCTemplateCulture=en-CA
"
10591,Beaver Regional Waste Landfill,Beaver Regional Waste Management Services Commission,Ryley,"  NE, SE and NW 1/4 of 10-50-17-W4, excepting the 21.3 acre acreage parcel locate",N/A,Alberta,53.3055,-112.4021,100.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10591-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110591&GoCTemplateCulture=en-CA
"
10593,PLANT 051 - Toronto,Campbell Co. of Canada,Etobicoke, 60 Birmingham Street,M8V2B8,Ontario,43.6056,-79.5002,32.72,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Frozen Food Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=311410,https://climate-change.canada.ca/facility-emissions/GHGRP-G10593-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110593&GoCTemplateCulture=en-CA
"
10599,CEVPC 720 Beatty Street,CREATIVE ENERGY VANCOUVER PLATFORMS CORP,Vancouver,1 720 Beatty Street North,V6B2M1,British Columbia,49.278,-123.113,100.22,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Steam & Air-Conditioning Supply,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221330,https://climate-change.canada.ca/facility-emissions/GHGRP-G10599-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110599&GoCTemplateCulture=en-CA
"
10600,East Wastewater Treatment Plant,City of Sault Ste. Marie,Sault Ste. Marie, 2221 Queen Street East,P6A5K9,Ontario,46.5065,-84.2602,1.76,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Sewage Treatment Facilities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221320,https://climate-change.canada.ca/facility-emissions/GHGRP-G10600-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110600&GoCTemplateCulture=en-CA
"
10602,"Clean Harbors Canada, Inc","Clean Harbors Canada, Inc.",Corunna, 4090 Telfer Road North,N0N1G0,Ontario,42.5245,-82.186,74.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G10602-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110602&GoCTemplateCulture=en-CA
"
10604,Algar,Connacher Oil and Gas Limited,Fort McMurray,,N/A,Alberta,56.11314,-111.71534,288.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,In-situ oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211141,https://climate-change.canada.ca/facility-emissions/GHGRP-G10604-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110604&GoCTemplateCulture=en-CA
"
10606,Hythe Brainard Sour Gas Plant,Veresen Midstream General Partner Inc.,n/a,,N/A,Alberta,55.4891,-119.7508,72.58,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10606-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110606&GoCTemplateCulture=en-CA
"
10607,Crossfield Energy Centre,Enmax Generation Portfolio Inc,Crossfield,,T0M0S0,Alberta,51.3994,-114.0049,48.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221112,https://climate-change.canada.ca/facility-emissions/GHGRP-G10607-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110607&GoCTemplateCulture=en-CA
"
10608,London District Energy,London District Energy LP,London, 301 Colborne Street,N6B 2S8,Ontario,42.98302,-81.23827,31.61,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Steam & Air-Conditioning Supply,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=221330,https://climate-change.canada.ca/facility-emissions/GHGRP-G10608-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110608&GoCTemplateCulture=en-CA
"
10609,Global Upholstery,Global Upholstery Co. Ltd.,Downsview, 560 Supertest Road South,M3J2M6,Ontario,43.7768,-79.4756,4.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Office Furniture (except Wood) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=337214,https://climate-change.canada.ca/facility-emissions/GHGRP-G10609-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110609&GoCTemplateCulture=en-CA
"
10610,Englehart Oriented Strand Board Plant,GP North Woods LP,Englehart, 3270222 Highway 11  North,P0J1H0,Ontario,47.8242,-79.885,13.75,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waferboard Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=321217,https://climate-change.canada.ca/facility-emissions/GHGRP-G10610-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110610&GoCTemplateCulture=en-CA
"
10611,Grande Cache Coal Corporation,Grande Cache Coal Corporation,MD of Greenview,  20 KM North of Grande Cache,T0E0Y0,Alberta,54.0066,-119.1055,4.58,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212114,https://climate-change.canada.ca/facility-emissions/GHGRP-G10611-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110611&GoCTemplateCulture=en-CA
"
10612,Highbury Canco Corporation,Highbury Canco Corporation,Leamington, 148 Erie Street South,N8H0C3,Ontario,42.0437,-82.5991,41.76,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,"Fruit and vegetable canning, pickling and drying",http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=311420,https://climate-change.canada.ca/facility-emissions/GHGRP-G10612-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110612&GoCTemplateCulture=en-CA
"
10613,Mount Polley Mine,Mount Polley Mining Corporation,Likely, 5720 Bootjack Forest Service Road,V0L1N0,British Columbia,52.5508,-121.637,47.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,All Other Metal Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212299,https://climate-change.canada.ca/facility-emissions/GHGRP-G10613-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110613&GoCTemplateCulture=en-CA
"
10614,Ivaco Rolling Mills,Ivaco Rolling Mills 2004 L. P.,L'Orignal, 1040 County Rd 17 Road,K0B 1K0,Ontario,45.6133,-74.705,111.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=331110,https://climate-change.canada.ca/facility-emissions/GHGRP-G10614-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0110614&GoCTemplateCulture=en-CA
"
