,GeoUID,Shape.Area,name,Adjusted.Population..previous.Census.,PR_UID,Type,Region.Name,Area..sq.km.,Population,Dwellings,Households,LowIncome,LowIncPercent,Aboriginal,AborigPercent,VisMinority,VisMinorityPercent
157,3516,3335.10993,Kawartha Lakes (CDR),73219,35,CD,Kawartha Lakes (CDR),3335.10993,75423,38444,31106,13.1,0.000178915,1995,0.027247026,1530,0.020896215
158,3518,2621.7374,Durham (RM),608124,35,CD,Durham (RM),2621.7374,645862,233936,227906,9.7,1.59507E-05,12540,0.020620794,173325,0.285015885
159,3519,2097.55376,York (RM),1032524,35,CD,York (RM),2097.55376,1109909,369928,357084,12,1.1622E-05,5915,0.00572868,541195,0.524147623
160,3520,634.43388,Toronto (CDR),2615060,35,CD,Toronto (CDR),634.43388,2731571,1179057,1112929,20.2,7.72449E-06,23065,0.008820065,1385850,0.5299496
161,3521,1256.39131,Peel (RM),1296809,35,CD,Peel (RM),1256.39131,1381739,443918,430180,12.8,9.87038E-06,9125,0.007036503,854565,0.658975223
162,3522,1497.23791,Dufferin (CTY),56881,35,CD,Dufferin (CTY),1497.23791,61735,22889,21918,8.7,0.000152951,1170,0.020569259,4925,0.086584272
163,3523,2699.85005,Wellington (CTY),208360,35,CD,Wellington (CTY),2699.85005,222726,90846,85281,10.2,4.89537E-05,3380,0.016221924,27460,0.131791131
164,3524,970.08276,Halton (RM),501674,35,CD,Halton (RM),970.08276,548435,198164,192977,8.2,1.63453E-05,5455,0.010873595,138995,0.277062395
165,3525,1148.04521,Hamilton (CDR),519949,35,CD,Hamilton (CDR),1148.04521,536917,222918,211596,15.3,2.9426E-05,12135,0.023338827,100055,0.192432335
166,3526,1883.82894,Niagara (RM),431346,35,CD,Niagara (RM),1883.82894,447888,196241,183828,14.5,3.36157E-05,12245,0.028387884,38810,0.089974174
167,3528,2921.12259,Haldimand-Norfolk (CDR),109118,35,CD,Haldimand-Norfolk (CDR),2921.12259,109787,48249,43559,11.7,0.000107223,3450,0.031617148,2245,0.020574057
168,3529,1106.37275,Brant (CDR),136035,35,CD,Brant (CDR),1106.37275,134808,54626,52722,13.3,9.7769E-05,6910,0.050795751,10245,0.075311501
169,3530,1385.33684,Waterloo (RM),507096,35,CD,Waterloo (RM),1385.33684,535154,214299,203832,12.1,2.38614E-05,8980,0.017708678,100025,0.197250619
170,3531,2224.26375,Perth (CTY),75112,35,CD,Perth (CTY),2224.26375,76796,31747,30713,11.1,0.000147779,1025,0.013646288,2695,0.035879753
171,3532,2051.98961,Oxford (CTY),105719,35,CD,Oxford (CTY),2051.98961,110862,45350,44266,10.8,0.000102158,2055,0.019438322,3440,0.032539089
172,3534,1887.24282,Elgin (CTY),87461,35,CD,Elgin (CTY),1887.24282,88978,36613,34995,14.3,0.000163501,1975,0.022581493,2590,0.029613199
173,3536,2487.64299,Chatham-Kent (CDR),104075,35,CD,Chatham-Kent (CDR),2487.64299,102042,46287,43174,17,0.000163344,4070,0.039106414,4535,0.043574345
174,3537,1868.69299,Essex (CTY),388782,35,CD,Essex (CTY),1868.69299,398953,168569,159053,16.5,4.24402E-05,9870,0.025386978,70720,0.181901425
175,3538,3036.49749,Lambton (CTY),126199,35,CD,Lambton (CTY),3036.49749,126638,59777,54481,13,0.000103012,6885,0.054556692,5505,0.043621582
176,3539,3335.93054,Middlesex (CTY),439151,35,CD,Middlesex (CTY),3335.93054,455526,203349,190045,17.2,3.91665E-05,11145,0.025378514,76465,0.174120063
177,3540,3418.36028,Huron (CTY),59100,35,CD,Huron (CTY),3418.36028,59297,28369,24194,13.7,0.00023181,810,0.013705584,865,0.01463621
178,3541,4153.50575,Bruce (CTY),66102,35,CD,Bruce (CTY),4153.50575,68147,41183,28866,13.3,0.000201204,3160,0.047804908,1805,0.027306284
179,3542,4549.58378,Grey (CTY),92568,35,CD,Grey (CTY),4549.58378,93830,47560,39563,15.5,0.000167444,2355,0.025440757,1895,0.020471437
180,3543,5332.70199,Simcoe (CTY),446063,35,CD,Simcoe (CTY),5332.70199,479650,206549,183536,11.4,2.55569E-05,21955,0.049219505,33960,0.076132744
181,3544,4527.90075,Muskoka (DM),58017,35,CD,Muskoka (DM),4527.90075,60599,46207,25431,13,0.000224072,2155,0.037144285,1095,0.018873778
182,3546,4559.78767,Haliburton (CTY),17056,35,CD,Haliburton (CTY),4559.78767,18062,21113,8443,17.2,0.001008443,520,0.030487805,255,0.01495075
183,3547,8059.04548,Renfrew (CTY),101326,35,CD,Renfrew (CTY),8059.04548,102394,49860,42779,13.1,0.000129286,8460,0.083492884,2635,0.026005171
184,3548,19571.74354,Nipissing (DIS),84736,35,CD,Nipissing (DIS),19571.74354,83150,41200,36050,17.2,0.000202983,11535,0.136128682,1925,0.022717617
185,3549,10288.88426,Parry Sound (DIS),42162,35,CD,Parry Sound (DIS),10288.88426,42824,35226,18679,15.1,0.000358142,3085,0.073170153,630,0.014942365
186,3551,3374.78274,Manitoulin (DIS),13048,35,CD,Manitoulin (DIS),3374.78274,13255,9537,5748,14.8,0.001134273,5260,0.403126916,85,0.006514408
187,3552,43988.4152,Sudbury (DIS),21196,35,CD,Sudbury (DIS),43988.4152,21546,12557,9375,14.3,0.000674656,3725,0.175740706,270,0.012738253
188,3553,3633.00647,Greater Sudbury (CDR),160376,35,CD,Greater Sudbury (CDR),3633.00647,161647,75103,69200,12.8,7.98124E-05,15055,0.093873148,5990,0.037349728
189,3554,14370.60505,Timiskaming (DIS),32634,35,CD,Timiskaming (DIS),14370.60505,32251,16862,14395,17.5,0.000536251,2560,0.078445793,495,0.015168229
190,3556,145707.4322,Cochrane (DIS),81122,35,CD,Cochrane (DIS),145707.4322,79682,37974,34012,14.2,0.000175045,12835,0.158218486,1260,0.015532161
191,3557,52346.84202,Algoma (DIS),115870,35,CD,Algoma (DIS),52346.84202,114094,60324,51071,16.2,0.000139812,15455,0.133382239,2605,0.022482092
192,3558,119028.7556,Thunder Bay (DIS),146057,35,CD,Thunder Bay (DIS),119028.7556,146048,72551,62999,13.8,9.44837E-05,21755,0.148948698,5160,0.035328673
193,3559,18663.0008,Rainy River (DIS),20370,35,CD,Rainy River (DIS),18663.0008,20110,11217,8432,13.7,0.000672558,5395,0.26485027,250,0.01227295
194,3560,444782.942,Kenora (DIS),57607,35,CD,Kenora (DIS),444782.942,65533,31191,23931,11,0.000190949,31800,0.552016248,1040,0.018053362
195,4601,15581.61591,Division No.  1 (CDR),17331,46,CD,Division No.  1 (CDR),15581.61591,18534,17236,8080,16.2,0.000934741,3495,0.201661762,505,0.029138538
196,4602,4442.718,Division No.  2 (CDR),66045,46,CD,Division No.  2 (CDR),4442.718,75571,26604,25466,13.5,0.000204406,9865,0.149367855,3330,0.050420168
197,4603,5310.97078,Division No.  3 (CDR),50679,46,CD,Division No.  3 (CDR),5310.97078,54796,19419,18719,17.5,0.000345311,1930,0.038082835,1580,0.031176621
198,4604,4646.55839,Division No.  4 (CDR),9989,46,CD,Division No.  4 (CDR),4646.55839,9986,4206,3702,16.4,0.001641806,730,0.073080388,265,0.026529182
199,4605,8476.30935,Division No.  5 (CDR),12922,46,CD,Division No.  5 (CDR),8476.30935,13176,6945,5442,14.9,0.001153072,765,0.059201362,320,0.024763968
200,4606,4073.05184,Division No.  6 (CDR),10025,46,CD,Division No.  6 (CDR),4073.05184,10317,4703,4102,13.3,0.001326683,1835,0.183042394,245,0.024438903
201,4607,6379.1691,Division No.  7 (CDR),65084,46,CD,Division No.  7 (CDR),6379.1691,68746,29333,27632,14.2,0.00021818,7800,0.119845123,8245,0.126682441
202,4608,5901.40607,Division No.  8 (CDR),13444,46,CD,Division No.  8 (CDR),5901.40607,13968,5008,4638,18.6,0.001383517,3295,0.245090747,190,0.014132699
203,4609,3085.23156,Division No.  9 (CDR),23489,46,CD,Division No.  9 (CDR),3085.23156,24391,9807,9169,17.2,0.000732258,6755,0.287581421,850,0.036187151
204,4610,1925.41361,Division No. 10 (CDR),10673,46,CD,Division No. 10 (CDR),1925.41361,11941,3786,3678,6.1,0.000571536,1115,0.104469221,305,0.028576783
205,4611,583.4318,Division No. 11 (CDR),666832,46,CD,Division No. 11 (CDR),583.4318,708823,295343,282116,15.8,2.36941E-05,84495,0.126711076,193105,0.289585683
206,4612,1862.26153,Division No. 12 (CDR),21830,46,CD,Division No. 12 (CDR),1862.26153,23683,9300,8875,8.4,0.000384792,2600,0.119102153,490,0.022446175
207,4613,1830.92376,Division No. 13 (CDR),46888,46,CD,Division No. 13 (CDR),1830.92376,49086,20847,18426,8.7,0.000185549,8240,0.175737929,1540,0.032844225
208,4614,2897.053,Division No. 14 (CDR),18497,46,CD,Division No. 14 (CDR),2897.053,18621,6967,6652,8.4,0.000454128,2590,0.140022706,240,0.012975077
209,4615,8973.12229,Division No. 15 (CDR),20837,46,CD,Division No. 15 (CDR),8973.12229,21379,10696,8564,15.3,0.000734271,2345,0.112540193,2070,0.099342516
210,4616,4932.07087,Division No. 16 (CDR),9928,46,CD,Division No. 16 (CDR),4932.07087,9848,4986,4121,19.3,0.001943997,2885,0.290592264,210,0.021152297
211,4617,14497.91781,Division No. 17 (CDR),22208,46,CD,Division No. 17 (CDR),14497.91781,22205,11646,9459,22,0.000990634,6340,0.285482709,400,0.018011527
212,4618,15482.69681,Division No. 18 (CDR),23469,46,CD,Division No. 18 (CDR),15482.69681,24036,15528,10038,20.2,0.00086071,6630,0.28250032,400,0.01704376
213,4619,85991.32245,Division No. 19 (CDR),17240,46,CD,Division No. 19 (CDR),85991.32245,16518,7984,4817,39.7,0.002302784,15395,0.892981439,30,0.001740139
214,4620,10136.68009,Division No. 20 (CDR),9952,46,CD,Division No. 20 (CDR),10136.68009,9621,4919,4177,21.5,0.00216037,1845,0.185389871,195,0.019594051
215,4621,61692.80905,Division No. 21 (CDR),21393,46,CD,Division No. 21 (CDR),61692.80905,21983,9162,7863,14,0.00065442,11425,0.534053195,430,0.020100033
216,4622,107943.904,Division No. 22 (CDR),40923,46,CD,Division No. 22 (CDR),107943.904,42165,12356,10891,17.2,0.000420302,33390,0.815922586,1745,0.042641058
217,4623,272983.9444,Division No. 23 (CDR),8590,46,CD,Division No. 23 (CDR),272983.9444,8971,2967,2423,22.9,0.002665891,7545,0.878346915,170,0.019790454
218,4701,15388.51986,Division No.  1 (CDR),31333,47,CD,Division No.  1 (CDR),15388.51986,31766,15738,12890,8.5,0.000271279,2240,0.071490122,2120,0.067660294
219,4702,17309.12307,Division No.  2 (CDR),22266,47,CD,Division No.  2 (CDR),17309.12307,22825,10741,9389,10.9,0.000489536,660,0.029641606,1330,0.059732327
220,4703,18983.8094,Division No.  3 (CDR),12691,47,CD,Division No.  3 (CDR),18983.8094,12610,6173,5358,14.1,0.001111024,610,0.048065558,410,0.032306359
221,4704,21716.98174,Division No.  4 (CDR),10879,47,CD,Division No.  4 (CDR),21716.98174,10854,5262,4181,13.4,0.001231731,550,0.050556117,490,0.045040904
222,4705,15119.61235,Division No.  5 (CDR),32007,47,CD,Division No.  5 (CDR),15119.61235,31750,15738,13560,13.2,0.00041241,3380,0.1056019,1295,0.040459899
223,4706,18023.99087,Division No.  6 (CDR),237746,47,CD,Division No.  6 (CDR),18023.99087,262837,116531,105686,11.4,4.79503E-05,27230,0.114533998,41685,0.17533418
224,4707,20009.62139,Division No.  7 (CDR),46648,47,CD,Division No.  7 (CDR),20009.62139,47195,22895,19760,13.5,0.000289401,2530,0.05423598,2555,0.054771909
225,4708,22877.41515,Division No.  8 (CDR),29962,47,CD,Division No.  8 (CDR),22877.41515,30718,14534,12759,10.3,0.000343769,1000,0.033375609,1810,0.060409852
226,4709,15666.17001,Division No.  9 (CDR),35314,47,CD,Division No.  9 (CDR),15666.17001,35634,18041,15297,17.2,0.000487059,4405,0.124738064,1750,0.049555417
227,4710,13142.58381,Division No. 10 (CDR),17546,47,CD,Division No. 10 (CDR),13142.58381,16563,8427,6980,19.2,0.001094266,3600,0.205174969,435,0.024791975
228,4711,17427.82615,Division No. 11 (CDR),271170,47,CD,Division No. 11 (CDR),17427.82615,303423,129632,119128,11.9,4.38839E-05,31350,0.115610134,49610,0.182947966
229,4712,14378.13535,Division No. 12 (CDR),23228,47,CD,Division No. 12 (CDR),14378.13535,23986,10076,9226,10.9,0.000469261,3710,0.159721026,680,0.029275013
230,4713,18172.21015,Division No. 13 (CDR),23089,47,CD,Division No. 13 (CDR),18172.21015,23224,10510,9107,9.9,0.000428776,2115,0.091602062,975,0.042227901
231,4714,34853.39759,Division No. 14 (CDR),37195,47,CD,Division No. 14 (CDR),34853.39759,36096,18261,15225,16.5,0.000443608,5605,0.150692297,1175,0.031590268
232,4715,20716.32473,Division No. 15 (CDR),83725,47,CD,Division No. 15 (CDR),20716.32473,85908,38751,32232,14.9,0.000177964,25160,0.300507614,4305,0.051418334
233,4716,23468.87193,Division No. 16 (CDR),37845,47,CD,Division No. 16 (CDR),23468.87193,37999,18762,14663,18.4,0.000486194,12885,0.340467697,1770,0.046769719
234,4717,23765.53619,Division No. 17 (CDR),44180,47,CD,Division No. 17 (CDR),23765.53619,47900,22846,16947,12.7,0.00028746,15790,0.357401539,3200,0.072430964
235,4718,321365.1735,Division No. 18 (CDR),36557,47,CD,Division No. 18 (CDR),321365.1735,37064,12664,10234,28.1,0.000768663,32200,0.88081626,275,0.007522499
236,4801,21051.82561,Division No.  1 (CDR),78694,48,CD,Division No.  1 (CDR),21051.82561,82627,35331,33230,11.3,0.000143594,3705,0.047081099,4550,0.057818893
237,4802,18176.46418,Division No.  2 (CDR),156536,48,CD,Division No.  2 (CDR),18176.46418,169729,66991,62823,11.3,7.21879E-05,7625,0.04871084,19015,0.121473655
238,4803,14033.47986,Division No.  3 (CDR),38566,48,CD,Division No.  3 (CDR),14033.47986,38956,15405,13378,13.1,0.000339677,7860,0.203806462,925,0.023984857
239,4804,22257.98006,Division No.  4 (CDR),10078,48,CD,Division No.  4 (CDR),22257.98006,9573,4174,3739,10.5,0.001041873,275,0.02728716,280,0.02778329
240,4805,17127.87179,Division No.  5 (CDR),53263,48,CD,Division No.  5 (CDR),17127.87179,55708,22044,20020,10.3,0.00019338,5650,0.10607739,2140,0.040177985
241,4806,12884.40171,Division No.  6 (CDR),1311022,48,CD,Division No.  6 (CDR),12884.40171,1498778,586269,558912,8.8,6.71232E-06,46285,0.035304518,469705,0.358273927
242,4807,20040.15186,Division No.  7 (CDR),40232,48,CD,Division No.  7 (CDR),20040.15186,41574,18246,16009,8.9,0.000221217,1645,0.04088785,1565,0.038899384
243,4808,10291.79484,Division No.  8 (CDR),189243,48,CD,Division No.  8 (CDR),10291.79484,209395,88994,80649,9.5,5.02E-05,14695,0.077651485,19170,0.101298331
244,4809,19056.67629,Division No.  9 (CDR),21290,48,CD,Division No.  9 (CDR),19056.67629,20869,9210,7933,10.5,0.000493189,2895,0.135979333,450,0.021136684
245,4810,21590.47924,Division No. 10 (CDR),93039,48,CD,Division No. 10 (CDR),21590.47924,97449,42796,38242,10.3,0.000110706,5605,0.060243554,5295,0.056911618
246,4811,16456.93606,Division No. 11 (CDR),1203115,48,CD,Division No. 11 (CDR),16456.93606,1366050,557547,518951,9.3,7.72993E-06,83755,0.069615124,366375,0.304522012
247,4812,34477.42389,Division No. 12 (CDR),63427,48,CD,Division No. 12 (CDR),34477.42389,67120,30281,24500,9.2,0.000145049,14945,0.235625207,4090,0.06448358
248,4813,25147.50329,Division No. 13 (CDR),68919,48,CD,Division No. 13 (CDR),25147.50329,71016,34788,27840,11.1,0.000161059,6970,0.101133214,2620,0.038015642
249,4814,27265.32576,Division No. 14 (CDR),28584,48,CD,Division No. 14 (CDR),27265.32576,29291,13153,11598,8.3,0.000290372,3030,0.106003359,1810,0.063322138
250,4815,28654.70418,Division No. 15 (CDR),35983,48,CD,Division No. 15 (CDR),28654.70418,38594,17542,13900,7.4,0.000205653,4600,0.127838146,3465,0.096295473
251,4816,102898.9195,Division No. 16 (CDR),67516,48,CD,Division No. 16 (CDR),102898.9195,73988,31535,26338,4.9,7.25754E-05,8865,0.13130221,19075,0.282525624
252,4817,197405.249,Division No. 17 (CDR),61504,48,CD,Division No. 17 (CDR),197405.249,61590,23895,19747,13.7,0.00022275,24720,0.401925078,2705,0.043980879
253,4818,33497.73608,Division No. 18 (CDR),14534,48,CD,Division No. 18 (CDR),33497.73608,14488,6590,5320,9.5,0.00065364,3230,0.222237512,450,0.030961882
254,4819,20935.90573,Division No. 19 (CDR),109712,48,CD,Division No. 19 (CDR),20935.90573,120380,49338,44549,7.9,7.20067E-05,12295,0.112066137,9480,0.08640805
255,5901,27849.75709,East Kootenay (RD),56685,59,CD,East Kootenay (RD),27849.75709,60439,34197,25863,11.3,0.000199347,4710,0.083090765,2185,0.038546353
256,5903,23144.08242,Central Kootenay (RD),58441,59,CD,Central Kootenay (RD),23144.08242,59517,30726,27016,20.3,0.000347359,3365,0.057579439,1955,0.033452542
257,5905,8152.33405,Kootenay Boundary (RD),31138,59,CD,Kootenay Boundary (RD),8152.33405,31447,18321,14339,16.3,0.000523476,1995,0.064069626,1065,0.034202582
258,5907,10590.63123,Okanagan-Similkameen (RD),80742,59,CD,Okanagan-Similkameen (RD),10590.63123,83022,42894,37673,16.4,0.000203116,6145,0.076106611,5440,0.067375096
259,5909,13902.28836,Fraser Valley (RD),277593,59,CD,Fraser Valley (RD),13902.28836,295934,116080,108393,14,5.04335E-05,22205,0.07999121,58535,0.210866268
260,5915,3040.41532,Greater Vancouver (RD),2313328,59,CD,Greater Vancouver (RD),3040.41532,2463431,1027613,960894,16.5,7.13258E-06,61455,0.026565623,1185680,0.512542968
261,5917,2367.24368,Capital (RD),359991,59,CD,Capital (RD),2367.24368,383360,183562,170157,13.3,3.69454E-05,17880,0.049667908,50990,0.14164243
262,5919,3577.5503,Cowichan Valley (RD),80332,59,CD,Cowichan Valley (RD),3577.5503,83739,37919,35272,15.3,0.00019046,9660,0.120250959,3805,0.047365931
263,5921,2072.4487,Nanaimo (RD),146574,59,CD,Nanaimo (RD),2072.4487,155698,73622,68904,16.2,0.000110524,10640,0.072591319,10855,0.074058155
264,5923,6884.06625,Alberni-Clayoquot (RD),31061,59,CD,Alberni-Clayoquot (RD),6884.06625,30981,15490,13654,19.6,0.000631016,6035,0.194295097,1485,0.04780915
265,5924,18653.88307,Strathcona (RD),43252,59,CD,Strathcona (RD),18653.88307,44671,21681,19610,16.4,0.000379173,5855,0.135369463,1860,0.043003792
266,5926,1738.84519,Comox Valley (RD),63538,59,CD,Comox Valley (RD),1738.84519,66527,32076,29573,15.2,0.000239227,3825,0.060200195,2895,0.045563285
267,5927,5316.84368,Powell River (RD),19906,59,CD,Powell River (RD),5316.84368,20070,11400,9412,19.2,0.000964533,1575,0.079121873,595,0.029890485
268,5929,3832.43389,Sunshine Coast (RD),28619,59,CD,Sunshine Coast (RD),3832.43389,29970,17379,13995,17,0.000594011,2015,0.070407771,2030,0.070931898
269,5931,16637.4501,Squamish-Lillooet (RD),38173,59,CD,Squamish-Lillooet (RD),16637.4501,42665,23965,16416,11.3,0.000296021,5060,0.132554423,4455,0.116705525
270,5933,45521.44027,Thompson-Nicola (RD),128471,59,CD,Thompson-Nicola (RD),45521.44027,132663,62157,55504,14,0.000108974,17555,0.136645624,8445,0.065734679
271,5935,3144.90019,Central Okanagan (RD),179839,59,CD,Central Okanagan (RD),3144.90019,194882,88374,81383,12.5,6.95066E-05,11370,0.063223216,14930,0.0830187
272,5937,7716.90837,North Okanagan (RD),81237,59,CD,North Okanagan (RD),7716.90837,84354,39970,35875,15.1,0.000185876,6350,0.078166353,3495,0.043022268
273,5939,30033.26674,Columbia-Shuswap (RD),50512,59,CD,Columbia-Shuswap (RD),30033.26674,51366,29798,22454,14.8,0.000293,3645,0.072161071,1620,0.032071587
274,5941,82960.86148,Cariboo (RD),62392,59,CD,Cariboo (RD),82960.86148,61988,31680,26699,16.8,0.000269265,10465,0.167729837,2410,0.038626747
275,5943,20763.70034,Mount Waddington (RD),11506,59,CD,Mount Waddington (RD),20763.70034,11035,5963,4850,18.9,0.001642621,3340,0.29028333,465,0.040413697
276,5945,25112.57403,Central Coast (RD),3206,59,CD,Central Coast (RD),25112.57403,3319,1531,1284,23.6,0.007361198,2045,0.6378665,55,0.017155334
277,5947,20391.79288,Skeena-Queen Charlotte (RD),18784,59,CD,Skeena-Queen Charlotte (RD),20391.79288,18133,8911,7413,17.4,0.00092632,8035,0.427757666,1645,0.087574532
278,5949,106516.3421,Kitimat-Stikine (RD),37361,59,CD,Kitimat-Stikine (RD),106516.3421,37367,16922,14822,13,0.000347956,13270,0.355183212,1710,0.045769653
279,5951,78194.40016,Bulkley-Nechako (RD),39208,59,CD,Bulkley-Nechako (RD),78194.40016,37896,17564,15101,12.9,0.000329014,7435,0.189629667,1270,0.032391349
280,5953,52080.24428,Fraser-Fort George (RD),91879,59,CD,Fraser-Fort George (RD),52080.24428,94506,41666,38600,12.9,0.000140402,13400,0.14584399,6980,0.075969482
281,5955,119860.8911,Peace River (RD),60082,59,CD,Peace River (RD),119860.8911,62942,28746,24264,10.1,0.000168104,9420,0.156785726,4020,0.066908558
282,5957,121827.2366,Stikine (REG),629,59,CD,Stikine (REG),121827.2366,740,617,367,23.2,0.036883943,365,0.580286169,10,0.015898251
283,5959,86405.35946,Northern Rockies (RD),5578,59,CD,Northern Rockies (RD),86405.35946,5393,2593,2182,11.6,0.002079598,1485,0.266224453,345,0.061850125
284,6001,483867.2021,Yukon (TER),33897,60,CD,Yukon (TER),483867.2021,35874,17987,15215,NA,NA,8195,0.241761808,3000,0.088503407
285,6101,394979.1951,Region 1 (REG),6712,61,CD,Region 1 (REG),394979.1951,6372,2741,2248,NA,NA,4930,0.734505364,240,0.035756853
286,6102,267883.5319,Region 2 (REG),2341,61,CD,Region 2 (REG),267883.5319,2433,1111,858,NA,NA,1820,0.777445536,65,0.027765912
287,6103,34137.55818,Region 3 (REG),2812,61,CD,Region 3 (REG),34137.55818,2751,861,705,NA,NA,2595,0.922830725,35,0.012446657
288,6104,208172.7474,Region 4 (REG),3256,61,CD,Region 4 (REG),208172.7474,3160,1495,1138,NA,NA,2695,0.827702703,45,0.013820639
289,6105,205590.1816,Region 5 (REG),6616,61,CD,Region 5 (REG),205590.1816,6980,3199,2692,NA,NA,4045,0.611396614,335,0.050634825
290,6106,239262.1419,Region 6 (REG),19725,61,CD,Region 6 (REG),239262.1419,20090,8259,7340,NA,NA,4780,0.242332066,3235,0.16400507
291,6204,1041182.797,Baffin (REG),16939,62,CD,Baffin (REG),1041182.797,18988,6556,5525,NA,NA,15145,0.89409056,670,0.039553693
292,6205,539971.0306,Keewatin (REG),8955,62,CD,Keewatin (REG),539971.0306,10413,3007,2631,NA,NA,9445,1.054718035,160,0.017867113
293,6208,513095.1268,Kitikmeot (REG),6012,62,CD,Kitikmeot (REG),513095.1268,6543,1870,1663,NA,NA,5955,0.990518962,80,0.01330672
